"full_name","e","q","i","om","w","ad","tp_cal","per_y","class","data_arc","condition_code","n_obs_used","two_body","A1","A2","A3","DT"
"     C/1808 M1 (Pons)",1.0000,0.608,140.71,26.88,131.56,,1808-07-12.6,,PAR,8,,3,T,,,,
"     C/1808 R1 (PONS)",1.0000,1.062,132.79,24.30,31.67,,1808-09-14.4,,PAR,7,,8,,,,,
"     C/1810 Q1 (Pons)",1.0000,0.970,62.95,311.50,114.92,,1810-10-06.7,,PAR,22,,10,T,,,,
"     C/1811 F1 (Great comet)",0.9951,1.035,106.93,143.05,65.41,423.75,1811-09-12.7,,COM,505,,1000,F,,,,
"     C/1811 W1 (Pons)",0.9809,1.582,31.26,95.63,314.50,164.18,1811-11-11.5,755,COM,90,,69,F,,,,
"     C/1813 C1 (Pons)",1.0000,0.699,158.85,243.15,170.56,,1813-03-05.0,,PAR,34,,30,T,,,,
"     C/1813 G1 (Pons)",1.0000,1.215,99.06,45.27,205.16,,1813-05-20.0,,PAR,26,,13,T,,,,
"     C/1816 B1 (Pons)",1.0000,0.049,43.11,325.83,304.33,,1816-03-01.8,,PAR,10,,3,T,,,,
"     C/1817 Y1 (Pons)",1.0000,1.198,89.75,73.00,112.36,,1818-02-26.4,,PAR,59,,26,F,,,,
"     C/1818 W2 (Pons)",1.0000,0.855,116.91,92.54,348.11,,1818-12-05.4,,PAR,61,,21,T,,,,
"     C/1819 N1 (Great comet)",1.0000,0.342,80.75,276.23,13.42,,1819-06-28.2,,PAR,105,,400,F,,,,
"     C/1821 B1 (Nicollet-Pons)",1.0000,0.092,106.46,51.18,169.21,,1821-03-22.0,,PAR,103,,,T,,,,
"     C/1822 J1 (Gambart)",1.0000,0.504,126.40,179.93,344.69,,1822-05-06.0,,PAR,28,,18,T,,,,
"     C/1822 K1 (Pons)",1.0000,0.847,143.69,100.24,237.78,,1822-07-16.3,,PAR,15,,11,T,,,,
"     C/1822 N1 (Pons)",0.9963,1.145,127.34,95.24,181.11,620.52,1822-10-24.2,,COM,116,,456,F,,,,
"     C/1823 Y1 (Great comet)",1.0000,0.227,103.82,305.51,28.49,,1823-12-09.9,,PAR,67,,200,F,,,,
"     C/1824 N1 (Rumker)",1.0000,0.592,125.43,236.80,334.08,,1824-07-12.0,,PAR,27,,33,T,,,,
"     C/1824 O1 (Scheithauer)",1.0000,1.050,54.60,281.74,85.23,,1824-09-29.5,,PAR,152,,150,T,,,,
"     C/1825 K1 (Gambart)",0.9964,0.889,123.34,22.58,106.19,492.32,1825-05-31.0,,COM,57,,132,F,,,,
"     C/1825 N1 (Pons)",0.9954,1.241,146.44,218.13,256.92,541.92,1825-12-11.1,,COM,352,,275,F,,,,
"     C/1825 P1 (Pons)",1.0000,0.883,89.67,195.38,177.30,,1825-08-19.2,,PAR,16,,3,T,,,,
"     C/1825 V1 (Pons)",1.0000,2.008,39.99,200.06,279.38,,1826-04-22.4,,PAR,143,,59,T,,,,
"     C/1826 P1 (Pons)",0.9975,0.853,25.95,46.40,13.81,679.27,1826-10-09.4,,COM,110,,300,F,,,,
"     C/1826 U1 (Pons)",1.0000,0.027,90.62,237.55,279.58,,1826-11-18.9,,PAR,75,,28,T,,,,
"     C/1826 Y1 (Pons)",1.0000,0.506,102.39,186.99,151.03,,1827-02-05.4,,PAR,29,,13,T,,,,
"     C/1827 P1 (Pons)",1.0000,0.138,125.88,152.10,258.70,,1827-09-12.1,,PAR,61,,3,T,,,,
"     C/1830 F1 (Great comet)",1.0000,0.921,21.26,208.76,5.80,,1830-04-09.7,,PAR,147,,300,F,,,,
"     C/1831 A1 (Great comet)",1.0000,0.126,135.26,340.24,26.89,,1830-12-28.1,,PAR,46,,61,T,,,,
"     C/1832 O1 (Gambart)",1.0000,1.183,136.67,74.83,204.63,,1832-09-26.0,,PAR,39,,32,F,,,,
"     C/1833 S1 (Dunlop)",1.0000,0.458,7.35,325.59,259.58,,1833-09-10.6,,PAR,15,,15,T,,,,
"     C/1834 E1 (Gambart)",1.0000,0.513,5.98,229.04,49.99,,1834-04-03.2,,PAR,35,,11,T,,,,
"     C/1835 H1 (Boguslawski)",1.0000,2.040,170.88,60.77,210.56,,1835-03-27.7,,PAR,37,,38,T,,,,
"     C/1839 X1 (Galle)",1.0000,0.618,53.07,122.18,72.27,,1840-01-04.9,,PAR,69,,59,T,,,,
"     C/1840 B1 (Galle)",0.9932,1.220,120.78,239.07,156.62,360.39,1840-03-13.6,,COM,69,,78,F,,,,
"     C/1840 E1 (Galle)",1.0000,0.749,79.85,188.27,138.04,,1840-04-02.9,,PAR,20,,24,T,,,,
"     C/1840 U1 (Bremiker)",0.9659,1.480,57.90,251.21,133.51,85.43,1840-11-14.0,286,COM,103,,81,F,,,,
"     C/1842 U1 (Laugier)",1.0000,0.505,106.42,210.01,240.49,,1842-12-16.4,,PAR,28,,24,T,,,,
"     C/1843 D1 (Great March comet)",0.9999,0.006,144.35,3.53,82.64,128.53,1843-02-27.9,513,COM,45,,200,T,,,,
"     C/1843 J1 (Mauvais)",1.0000,1.616,52.72,159.44,124.25,,1843-05-06.5,,PAR,122,,63,T,,,,
"     C/1844 N1 (Mauvais)",0.9998,0.855,131.41,33.85,211.27,7039.48,1844-10-17.8,,COM,218,,144,F,,,,
"     C/1844 Y1 (Great comet)",0.9993,0.251,45.57,120.59,177.51,717.62,1844-12-14.1,,COM,72,,41,F,,,,
"     C/1844 Y2 (d'Arrest)",1.0000,0.905,46.86,338.91,114.58,,1845-01-08.6,,PAR,62,,69,T,,,,
"     C/1845 D1 (de Vico)",1.0000,1.255,56.40,349.28,205.45,,1845-04-21.5,,PAR,57,,130,F,,,,
"     C/1845 L1 (Great June comet)",1.0000,0.401,131.10,339.97,75.80,,1845-06-06.1,,PAR,29,,100,T,,,,
"     C/1846 B1 (de Vico)",0.9924,1.481,47.43,113.27,337.99,388.33,1846-01-22.5,,COM,92,,57,T,,,,
"     C/1846 J1 (Brorsen)",0.9904,0.634,150.68,263.99,99.73,131.59,1846-06-05.9,538,COM,41,,170,T,,,,
"     C/1846 O1 (de Vico-Hind)",1.0000,1.376,122.38,163.46,78.75,,1846-05-28.3,,PAR,58,,40,T,,,,
"     C/1846 S1 (de Vico)",1.0000,0.831,49.72,6.84,93.98,,1846-10-30.2,,PAR,33,,10,T,,,,
"     C/1847 C1 (Hind)",0.9999,0.043,48.66,23.82,254.36,946.47,1847-03-30.7,,COM,77,,160,F,,,,
"     C/1847 J1 (Colla)",1.0007,2.116,100.42,176.08,32.36,,1847-06-05.2,,HYP,231,,37,F,,,,
"     C/1847 N1 (Mauvais)",0.9986,1.766,96.58,340.40,91.52,2501.51,1847-08-09.8,,COM,273,,144,F,,,,
"     C/1847 Q1 (Schweizer)",1.0000,1.485,147.36,78.88,55.47,,1847-08-09.8,,PAR,81,,48,T,,,,
"     C/1847 T1 (Mitchell)",1.0002,0.329,108.13,192.97,276.61,,1847-11-14.8,,HYP,74,,77,F,,,,
"     C/1848 P1 (Petersen)",1.0000,0.320,95.59,213.65,260.95,,1848-09-08.5,,PAR,19,,30,T,,,,
"     C/1848 U1 (Petersen)",1.0000,0.960,85.04,217.33,208.01,,1849-01-19.8,,PAR,92,,127,T,,,,
"     C/1849 G1 (Schweizer)",0.9984,0.894,66.96,32.63,236.59,1136.24,1849-06-08.7,,COM,137,,102,F,,,,
"     C/1849 G2 (Goujon)",1.0009,1.159,67.15,204.66,33.16,,1849-05-26.9,,HYP,160,,150,F,,,,
"     C/1850 J1 (Petersen)",0.9986,1.081,68.18,94.98,180.55,1542.71,1850-07-24.0,,COM,167,,170,F,,,,
"     C/1850 Q1 (Bond)",1.0000,0.566,40.06,208.11,243.20,,1850-10-19.8,,PAR,76,,50,T,,,,
"     C/1851 P1 (Brorsen)",1.0000,0.985,38.20,225.77,87.26,,1851-08-26.7,,PAR,60,,151,T,,,,
"     C/1851 U1 (Brorsen)",1.0000,0.142,73.99,46.43,294.45,,1851-10-01.2,,PAR,28,,15,T,,,,
"     C/1852 K1 (Chacornac)",1.0000,0.905,131.12,319.27,37.21,,1852-04-20.0,,PAR,28,,31,T,,,,
"     C/1853 E1 (Secchi)",1.0000,1.092,159.76,71.66,275.91,,1853-02-24.5,,PAR,36,,107,T,,,,
"     C/1853 G1 (Schweizer)",0.9893,0.909,122.20,43.02,199.23,168.72,1853-05-10.3,781,COM,57,,80,F,,,,
"     C/1853 L1 (Klinkerfues)",1.0003,0.307,61.50,142.57,170.44,,1853-09-02.2,,HYP,213,,350,F,,,,
"     C/1853 R1 (Bruhns)",1.0007,0.173,119.00,222.12,277.84,,1853-10-17.1,,HYP,90,,17,F,,,,
"     C/1853 W1 (van Arsdale)",1.0000,2.045,113.88,229.08,170.92,,1854-01-04.4,,PAR,88,,80,T,,,,
"     C/1854 F1 (Great comet)",1.0000,0.277,97.49,317.50,101.63,,1854-03-24.5,,PAR,30,,200,T,,,,
"     C/1854 L1 (Klinkerfues)",1.0000,0.648,108.70,349.70,74.57,,1854-06-22.4,,PAR,54,,227,T,,,,
"     C/1854 R1 (Klinkerfues)",0.9932,0.799,40.92,326.52,129.90,235.73,1854-10-28.0,,COM,61,,38,F,,,,
"     C/1854 Y1 (Winnecke-Dien)",0.9913,1.359,14.15,240.26,287.07,311.48,1854-12-16.3,,COM,97,,11,T,,,,
"     C/1855 G1 (Schweizer)",0.9652,2.194,128.58,191.75,323.09,123.82,1855-02-05.5,500,COM,52,,21,T,,,,
"     C/1855 L1 (Donati)",0.9858,0.568,156.87,262.23,22.49,79.26,1855-05-30.6,252,COM,14,,49,F,,,,
"     C/1855 V1 (Bruhns)",1.0000,1.231,169.82,53.66,325.62,,1855-11-25.8,,PAR,51,,104,T,,,,
"     C/1857 D1 (d'Arrest)",1.0000,0.772,87.95,315.15,121.57,,1857-03-21.8,,PAR,67,,252,T,,,,
"     C/1857 M1 (Klinkerfues)",1.0000,0.368,121.03,25.69,134.07,,1857-07-18.4,,PAR,26,,131,T,,,,
"     C/1857 O1 (Peters)",0.9804,0.747,32.76,202.83,180.94,75.52,1857-08-24.4,235,COM,84,,91,F,,,,
"     C/1857 Q1 (Klinkerfues)",0.9969,0.563,123.96,16.95,124.84,364.13,1857-10-01.3,,COM,42,,104,T,,,,
"     C/1857 V1 (Donati-van Arsdale)",1.0000,1.009,142.16,141.31,95.10,,1857-11-19.5,,PAR,39,,69,T,,,,
"     C/1858 K1 (Bruhns)",1.0000,0.544,99.97,326.95,98.86,,1858-06-05.7,,PAR,29,,90,T,,,,
"     C/1858 L1 (Donati)",0.9963,0.578,116.95,167.30,129.11,311.69,1858-09-30.4,,COM,270,,1000,F,,,,
"     C/1858 R1 (Tuttle)",1.0000,1.427,158.71,161.74,155.54,,1858-10-13.3,,PAR,65,,4,T,,,,
"     C/1859 G1 (Tempel)",1.0000,0.201,95.49,359.31,282.00,,1859-05-29.7,,PAR,32,,29,T,,,,
"     C/1860 D1-A (Liais)",1.0000,1.199,79.68,326.02,209.76,,1860-02-17.1,,PAR,16,,3,T,,,,
"     C/1860 D1-B (Liais)",1.0000,1.198,79.62,326.01,209.69,,1860-02-17.1,,PAR,12,,3,T,,,,
"     C/1860 H1 (Rumker)",1.0000,1.307,48.24,10.83,41.22,,1860-03-06.0,,PAR,56,,55,T,,,,
"     C/1860 M1 (Great comet)",1.0000,0.293,79.32,86.63,76.88,,1860-06-16.5,,PAR,118,,300,F,,,,
"     C/1860 U1 (Tempel)",1.0000,0.683,32.21,46.77,311.98,,1860-09-22.8,,PAR,2,,3,T,,,,
"     C/1861 G1 (Thatcher)",0.9835,0.921,99.77,31.82,302.84,110.69,1861-06-03.8,417,COM,149,,323,,,,,
"     C/1861 J1 (Great comet)",0.9851,0.822,85.44,280.91,330.08,109.34,1861-06-12.0,409,COM,339,,1156,F,,,,
"     C/1861 Y1 (Tuttle)",1.0000,0.839,138.00,147.04,331.60,,1861-12-07.6,,PAR,35,,30,T,,,,
"     C/1862 N1 (Schmidt)",1.0000,0.981,172.11,328.44,27.17,,1862-06-22.5,,PAR,29,,72,F,,,,
"     C/1862 W1 (Respighi)",1.0000,0.803,137.54,357.70,230.58,,1862-12-28.6,,PAR,84,,25,T,,,,
"     C/1862 X1 (Bruhns)",1.0000,0.795,85.36,118.84,74.47,,1863-02-03.9,,HYP,102,,120,F,,,,
"     C/1863 G1 (Klinkerfues)",0.9992,1.068,112.62,253.17,3.97,2538.86,1863-04-05.3,,COM,170,,49,F,,,,
"     C/1863 G2 (Respighi)",0.9991,0.629,85.50,252.08,55.59,1364.80,1863-04-21.3,,COM,48,,160,F,,,,
"     C/1863 T1 (Baeker)",1.0007,1.313,83.32,106.93,78.12,,1863-12-29.6,,HYP,185,,176,F,,,,
"     C/1863 V1 (Tempel)",0.9989,0.706,78.08,99.39,357.21,1259.62,1863-11-09.9,,COM,92,,58,F,,,,
"     C/1863 Y1 (Respighi)",1.0000,0.771,64.49,306.63,115.67,,1863-12-28.2,,PAR,64,,9,F,,,,
"     C/1864 N1 (Tempel)",0.9964,0.909,178.13,97.67,151.58,497.47,1864-08-16.0,,COM,78,,206,F,,,,
"     C/1864 O1 (Donati-Toussaint)",0.9994,0.931,109.71,33.67,232.46,2900.04,1864-10-11.8,,COM,213,,57,F,,,,
"     C/1864 R1 (Donati)",1.0000,0.626,134.98,176.88,346.09,,1864-07-28.3,,PAR,29,,20,T,,,,
"     C/1864 X1 (Baeker)",1.0000,0.771,48.86,205.11,118.45,,1864-12-22.9,,PAR,69,,123,T,,,,
"     C/1864 Y1 (Bruhns)",1.0000,1.115,162.89,342.78,178.50,,1864-12-28.2,,PAR,29,,10,F,,,,
"     C/1865 B1 (Great southern comet)",1.0000,0.026,92.49,254.83,111.72,,1865-01-14.8,,PAR,102,,198,T,,,,
"     C/1867 S1 (Baeker-Winnecke)",1.0000,0.330,96.57,66.84,148.64,,1867-11-07.4,,PAR,34,,57,T,,,,
"     C/1868 L1 (Winnecke)",1.0000,0.579,131.56,54.11,126.64,,1868-06-26.9,,PAR,33,,201,T,,,,
"     C/1869 T1 (Tempel)",1.0000,1.231,111.69,313.33,188.19,,1869-10-10.3,,PAR,31,,11,T,,,,
"     C/1870 K1 (Winnecke)",1.0000,1.009,121.78,143.57,198.23,,1870-07-14.5,,PAR,30,,5,T,,,,
"     C/1870 Q1 (Coggia)",1.0000,1.817,99.36,14.75,354.95,,1870-09-02.6,,PAR,98,,79,T,,,,
"     C/1870 W1 (Winnecke)",1.0002,0.390,147.29,96.59,90.55,,1870-12-20.3,,HYP,7,,9,T,,,,
"     C/1871 G1 (Winnecke)",0.9915,0.648,87.61,281.22,223.06,152.30,1871-06-11.1,669,COM,37,6,39,,,,,
"     C/1871 L1 (Tempel)",1.0000,1.083,101.98,213.70,96.32,,1871-07-27.5,,PAR,98,,185,F,,,,
"     C/1871 V1 (Tempel)",0.9957,0.691,98.30,148.93,242.89,321.88,1871-12-20.8,,COM,110,,57,F,,,,
"     C/1873 Q1 (Borrelly)",0.9965,0.794,95.97,232.36,193.77,450.63,1873-09-11.2,,COM,31,,50,F,,,,
"     C/1873 Q2 (Henry)",0.9997,0.385,121.46,178.50,233.75,2850.82,1873-10-02.2,,COM,97,,118,F,,,,
"     C/1874 D1 (Winnecke)",1.0000,0.045,58.89,32.05,269.51,,1874-03-10.4,,PAR,5,,11,T,,,,
"     C/1874 G1 (Winnecke)",1.0000,0.886,148.41,275.85,331.72,,1874-03-14.4,,PAR,65,,148,F,,,,
"     C/1874 H1 (Coggia)",0.9988,0.676,66.34,120.50,152.38,1144.72,1874-07-09.3,,COM,185,,638,F,,,,
"     C/1874 O1 (Borrelly)",0.9988,0.983,41.83,253.28,92.61,1680.20,1874-08-27.3,,COM,87,,125,T,,,,
"     C/1874 Q1 (Coggia)",0.9628,1.688,34.13,217.63,149.59,89.12,1874-07-18.2,306,COM,87,,95,F,,,,
"     C/1874 X1 (Borrelly)",1.0000,0.508,99.22,283.72,16.27,,1874-10-19.4,,PAR,31,,20,T,,,,
"     C/1877 C1 (Borrelly)",1.0000,0.807,152.89,188.96,347.16,,1877-01-19.6,,PAR,53,,97,T,,,,
"     C/1877 G1 (Winnecke)",1.0013,0.950,121.14,318.34,63.16,,1877-04-18.1,,HYP,65,,25,,,,,
"     C/1877 G2 (Swift)",1.0086,1.010,77.16,347.73,116.77,,1877-04-27.3,,HYP,32,,9,,,,,
"     C/1877 R1 (Coggia)",1.0000,1.576,102.23,252.71,143.20,,1877-09-11.7,,PAR,86,,63,T,,,,
"     C/1877 T1 (Tempel)",0.9919,1.073,115.67,185.99,103.17,265.05,1877-06-27.1,1.53e+03,COM,11,,13,T,,,,
"     C/1878 N1 (Swift)",1.0000,1.392,78.18,103.96,177.59,,1878-07-21.1,,PAR,16,,4,T,,,,
"     C/1879 M1 (Swift)",1.0000,0.896,107.04,47.45,3.74,,1879-04-27.9,,PAR,62,,16,T,,,,
"     C/1879 Q1 (Palisa)",1.0000,0.990,77.12,88.88,115.48,,1879-10-05.1,,PAR,48,,12,T,,,,
"     C/1879 Q2 (Hartwig)",1.0000,0.991,107.76,34.12,84.26,,1879-08-29.7,,PAR,19,,9,T,,,,
"     C/1880 C1 (Great southern comet)",1.0000,0.005,144.76,8.45,86.69,,1880-01-28.1,,HYP,5,,7,T,,,,
"     C/1880 G1 (Schaeberle)",1.0008,1.814,123.06,258.92,145.17,,1880-07-02.2,,HYP,17,,3,,,,,
"     C/1880 S1 (Hartwig)",1.0000,0.355,141.91,47.01,323.13,,1880-09-07.4,,PAR,35,,140,F,,,,
"     C/1880 Y1 (Pechule)",1.0000,0.660,60.70,251.05,11.69,,1880-11-09.9,,PAR,19,,5,T,,,,
"     C/1881 J1 (Swift)",1.0000,0.591,77.93,128.11,173.81,,1881-05-20.9,,PAR,9,,40,T,,,,
"     C/1881 K1 (Great comet)",0.9959,0.735,63.43,272.63,354.23,357.26,1881-06-16.9,2.39e+03,COM,232,,157,,,,,
"     C/1881 N1 (Schaeberle)",1.0000,0.634,140.23,98.72,122.15,,1881-08-22.8,,PAR,96,,500,F,,,,
"     C/1881 S1 (Barnard)",1.0000,0.449,112.82,275.82,6.29,,1881-09-14.8,,PAR,31,,4,T,,,,
"     C/1881 W1 (Swift)",0.9902,1.925,144.80,183.04,117.95,389.69,1881-11-20.2,,COM,55,,61,T,,,,
"     C/1882 F1 (Wells)",1.0000,0.061,73.80,206.59,208.98,17041.16,1882-06-11.0,7.87e+05,COM,114,,41,,,,,
"     C/1882 R1-A (Great September comet)",0.9999,0.008,142.01,347.66,69.58,153.46,1882-09-17.7,669,COM,141,,4,F,,,,
"     C/1882 R1-B (Great September comet)",0.9999,0.008,142.02,347.69,69.61,166.71,1882-09-17.7,761,COM,110,6,6,,,,,
"     C/1882 R1-C (Great September comet)",0.9999,0.008,142.01,347.65,69.58,182.37,1882-09-17.7,874,COM,153,,10,F,,,,
"     C/1882 R1-D (Great September comet)",0.9999,0.008,142.01,347.65,69.58,193.72,1882-09-17.7,952,COM,141,,4,F,,,,
"     C/1882 R2 (Barnard)",1.0000,0.956,96.15,250.77,254.29,,1882-11-13.4,,PAR,6,,3,T,,,,
"     C/1883 D1 (Brooks-Swift)",1.0001,0.760,78.07,279.77,110.89,,1883-02-19.4,,HYP,31,,9,T,,,,
"     C/1884 A1 (Ross)",1.0000,0.310,114.98,265.99,138.60,,1883-12-25.7,,PAR,16,,15,T,,,,
"     D/1884 O1 (Barnard)",0.5836,1.280,5.47,6.75,301.05,4.87,1884-08-16.9,5.39,JFc,89,7,19,,,,,
"     C/1885 N1 (Barnard)",1.0000,2.506,80.61,93.90,178.61,,1885-08-06.4,,PAR,35,,32,T,,,,
"     C/1885 R1 (Brooks)",0.9823,0.749,59.10,206.37,42.85,83.73,1885-08-10.6,275,COM,32,,80,F,,,,
"     C/1885 X1 (Fabry)",1.0004,0.642,82.63,37.96,126.59,,1886-04-06.4,,HYP,142,,46,,,,,
"     C/1885 X2 (Barnard)",1.0002,0.479,84.44,69.91,119.62,,1886-05-03.7,,HYP,150,,76,,,,,
"     C/1885 Y1 (Brooks)",1.0000,1.079,42.44,263.81,35.57,,1885-11-25.9,,HYP,37,,6,T,,,,
"     C/1886 H1 (Brooks)",0.9951,0.270,87.63,194.17,201.32,110.72,1886-06-07.8,413,COM,23,7,27,,,,,
"     C/1886 J1 (Brooks)",1.0001,0.842,100.21,289.36,38.59,,1886-05-04.9,,HYP,19,,19,T,,,,
"     D/1886 K1 (Brooks)",0.5714,1.325,12.67,55.14,176.88,4.86,1886-06-07.2,5.44,JFc,7,9,4,,,,,
"     C/1886 T1 (Barnard-Hartwig)",1.0004,0.663,101.62,138.97,86.35,,1886-12-16.9,,HYP,236,,62,F,,,,
"     C/1887 B1 (Great southern comet)",1.0000,0.005,144.38,4.58,83.51,,1887-01-11.9,,PAR,8,,15,T,,,,
"     C/1887 B2 (Brooks)",0.9837,1.630,104.27,281.51,159.42,198.31,1887-03-17.8,,COM,89,,288,F,,,,
"     C/1887 B3 (Barnard)",1.0000,1.481,85.59,259.80,31.91,,1886-11-28.9,,PAR,119,,86,F,,,,
"     C/1887 D1 (Barnard)",1.0000,1.006,139.78,137.04,36.55,,1887-03-28.9,,PAR,52,,75,F,,,,
"     C/1887 J1 (Barnard)",0.9961,1.394,17.55,246.85,15.09,712.10,1887-06-17.1,,COM,91,,313,F,,,,
"     C/1888 D1 (Sawerthal)",0.9959,0.699,42.25,246.96,359.90,338.02,1888-03-17.5,,COM,201,,186,F,,,,
"     C/1888 P1 (Brooks)",0.9999,0.902,74.19,103.06,59.22,19612.71,1888-07-31.6,,COM,82,,257,T,,,,
"     C/1888 R1 (Barnard)",1.0012,1.815,166.38,358.98,340.46,,1889-01-31.6,,HYP,684,,173,F,,,,
"     C/1888 U1 (Barnard)",0.9915,1.528,56.34,139.09,290.81,357.46,1888-09-13.2,,COM,201,,54,F,,,,
"     C/1889 G1 (Barnard)",0.9998,2.256,163.85,312.22,236.06,24784.51,1889-06-11.3,,COM,525,,41,F,,,,
"     C/1889 O1 (Davidson)",0.9976,1.040,65.99,287.71,345.86,869.38,1889-07-19.7,,COM,115,,92,F,,,,
"     C/1889 X1 (Borrelly)",1.0000,0.270,56.75,10.02,199.86,,1890-01-26.9,,PAR,34,,40,T,,,,
"     C/1890 F1 (Brooks)",1.0003,1.908,120.57,321.88,68.93,,1890-06-02.0,,HYP,685,,140,,,,,
"     C/1890 O1 (Coggia)",1.0000,0.764,63.35,15.83,85.66,,1890-07-09.0,,PAR,27,,68,F,,,,
"     C/1890 O2 (Denning)",0.9992,1.260,98.94,101.66,163.05,3098.92,1890-09-25.0,,COM,107,,123,F,,,,
"     C/1890 V1 (Zona)",0.9944,2.040,154.26,86.89,330.88,720.33,1890-08-06.8,6.86e+03,COM,6,,5,,,,,
"     C/1891 F1 (Barnard-Denning)",1.0000,0.398,120.51,195.45,178.75,,1891-04-28.0,,PAR,101,,110,F,,,,
"     C/1891 T1 (Barnard)",1.0000,0.971,77.99,219.53,269.57,,1891-11-14.0,,PAR,65,,41,T,,,,
"     C/1892 E1 (Swift)",0.9988,1.027,38.70,242.43,24.50,1711.39,1892-04-07.1,2.51e+04,COM,230,,53,,,,,
"     C/1892 F1 (Denning)",1.0006,1.971,89.69,254.94,129.33,,1892-05-11.7,,HYP,216,,9,,,,,
"     C/1892 Q1 (Brooks)",1.0003,0.976,24.80,266.03,252.65,,1892-12-28.5,,HYP,293,,13,,,,,
"     C/1892 W1 (Brooks)",1.0000,1.195,143.85,187.14,85.21,,1893-01-06.9,,PAR,64,,17,T,,,,
"     C/1893 N1 (Rordame-Quenisset)",1.0017,0.674,159.98,338.86,47.15,,1893-07-07.7,,HYP,15,,15,,,,,
"     C/1893 U1 (Brooks)",0.9965,0.812,129.82,176.41,347.45,461.73,1893-09-19.7,,COM,82,,153,T,,,,
"     C/1894 G1 (Gale)",0.9889,0.983,86.96,207.89,324.17,176.85,1894-04-13.8,838,COM,82,6,45,,,,,
"     D/1895 Q1 (Swift)",0.6520,1.298,2.99,171.75,167.78,6.16,1895-08-21.3,7.2,JFc,166,,182,F,,,,
"     C/1895 W1 (Perrine)",1.0001,0.192,141.63,321.96,272.67,,1895-12-18.8,,HYP,95,,6,,,,,
"     C/1895 W2 (Brooks)",1.0000,0.843,76.25,84.55,298.78,,1895-10-21.5,,PAR,27,,78,T,,,,
"     C/1896 C1 (Perrine-Lamp)",1.0000,0.587,155.74,210.28,358.31,,1896-02-01.2,,HYP,28,,41,T,,,,
"     C/1896 G1 (Swift)",1.0000,0.566,55.55,179.72,1.73,,1896-04-18.1,,HYP,21,,8,,,,,
"     C/1896 R1 (Sperra)",1.0000,1.143,88.42,152.44,41.06,,1896-07-11.4,,PAR,29,,27,T,,,,
"     C/1896 V1 (Perrine)",1.0002,1.063,146.14,87.93,172.32,,1897-02-08.5,,HYP,125,,7,,,,,
"     C/1897 U1 (Perrine)",1.0000,1.356,69.62,33.49,65.96,,1897-12-09.1,,HYP,15,,31,T,,,,
"     C/1898 F1 (Perrine)",0.9804,1.095,72.53,263.87,47.31,110.95,1898-03-17.6,419,COM,236,4,327,,,,,
"     C/1898 L1 (Coddington-Pauly)",1.0010,1.702,69.94,75.41,233.27,,1898-09-14.5,,HYP,541,,130,,,,,
"     C/1898 L2 (Perrine)",1.0000,0.626,70.03,260.52,205.64,,1898-08-16.7,,PAR,35,,16,T,,,,
"     C/1898 M1 (Giacobini)",1.0089,1.502,166.87,279.66,22.23,,1898-07-25.7,,HYP,28,,19,T,,,,
"     C/1898 R1 (Perrine-Chofardet)",1.0000,0.420,28.86,36.29,162.36,,1898-10-21.0,,HYP,18,,71,T,,,,
"     C/1898 U1 (Brooks)",1.0000,0.756,140.34,97.74,123.55,,1898-11-23.6,,PAR,31,,60,T,,,,
"     C/1898 V1 (Chase)",0.9992,2.285,22.50,97.24,4.66,6086.14,1898-09-20.6,1.68e+05,COM,180,,29,,,,,
"     C/1899 E1 (Swift)",1.0003,0.327,146.27,26.41,8.71,,1899-04-13.4,,HYP,126,,151,,,,,
"     C/1899 S1 (Giacobini)",1.0000,1.786,76.95,273.63,10.75,,1899-09-15.3,,PAR,79,,36,T,,,,
"     C/1900 B1 (Giacobini)",1.0012,1.332,146.45,41.79,24.41,,1900-04-29.4,,HYP,165,,30,,,,,
"     C/1900 O1 (Borrelly-Brooks)",1.0003,1.015,62.53,329.41,12.42,,1900-08-03.7,,HYP,94,,121,,,,,
"     C/1901 G1 (Great comet)",1.0000,0.245,131.08,111.04,203.05,,1901-04-24.7,,PAR,42,,55,T,,,,
"     C/1902 G1 (Brooks)",1.0000,0.444,65.20,54.03,229.62,,1902-05-07.7,,PAR,3,,9,T,,,,
"     C/1902 R1 (Perrine)",0.9999,0.401,156.35,50.74,152.99,6017.70,1902-11-24.3,1.65e+05,COM,70,,157,,,,,
"     C/1902 X1 (Giacobini)",1.0003,2.773,43.90,118.81,5.84,,1903-03-23.9,,HYP,131,,65,,,,,
"     C/1903 A1 (Giacobini)",1.0081,0.411,30.95,3.61,133.58,,1903-03-16.4,,HYP,7,,9,,,,,
"     C/1903 H1 (Grigg)",1.0000,0.499,66.48,214.49,184.94,,1903-03-25.9,,PAR,31,,32,T,,,,
"     C/1903 M1 (Borrelly)",1.0008,0.330,85.04,294.92,127.22,,1903-08-28.1,,HYP,58,,20,,,,,
"     C/1904 H1 (Brooks)",1.0019,2.708,125.13,277.13,53.52,,1904-03-07.6,,HYP,140,,31,,,,,
"     C/1904 Y1 (Giacobini)",1.0007,1.882,99.60,219.79,40.74,,1904-11-03.8,,HYP,135,,48,F,,,,
"     C/1905 F1 (Giacobini)",0.9528,1.113,40.07,158.95,358.16,46.01,1905-04-04.5,114,HTC,25,9,5,,,,,
